Title,Authors,Link,Abstract,Citations,AI/ML Research?,Survey?,RecSys?,Mamba?,Published in,Conference
A Survey for Deep Reinforcement Learning Based Network Intrusion Detection,"W Yang,A Acuto,Y Zhou,D Wojtczak- arXiv preprint arXiv:2410.07612, 2024 - arxiv.org",https://arxiv.org/abs/2410.07612,"Cyber-attacks are becoming increasingly sophisticated and frequent, highlighting theimportance of network intrusion detection systems. This paper explores the potential and …",,False,Survey,False,False,,
Mambaforgcn: Enhancing long-range dependency with state space model and kolmogorov-arnold networks for aspect-based sentiment analysis,"A Lawan, J Pu,H Yunusa,A Umar,M Lawan- arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2407.10347,"… and the surge of user-generated content, sentiment analysis has become increasinglysignificant for applications like customer feedback analysis and product recommendation systems. …",,True,Concrete,False,True,Pre-print,
Automatic News Analysis for Polarization Understanding,E Dufraisse- 2024 - theses.fr,https://theses.fr/api/v1/document/2024LORR0113,… recommendations to the end-user based on the similarity of new content with their historicalconsumption. These recommendation … by modifying recommendation algorithms to increase …,,False,,,,,
"A comprehensive survey of small language models in the era of large language models: Techniques, enhancements, applications, collaboration with llms, and …","F Wang,Z Zhang,X Zhang,Z Wu, T Mo,Q Lu… - arXiv preprint arXiv …, 2024 - ai.radensa.ru",https://ai.radensa.ru/wp-content/uploads/2024/11/2411.03350v1.pdf,"… These applications show the versatility and effectiveness of SLMs in boosting performanceand personalization in recommendation. Next, we introduce the details. SLM for System Cold …",,True,Concrete,False,True,,
Multi-dimensional fusion attention mechanism with vim-like structure for mobile network design,"J Shi,R Zhou,P Ren, Z Long - Applied Sciences, 2024 - mdpi.com",https://www.mdpi.com/2076-3417/14/15/6670,"… Based on these findings and Weihao’s recommendation, we have eliminated the SSMmodule from Mamba, like MambaOut, and redefined multidimensional attention as a “1 + 3”-…",,True,Concrete,False,True,,
User-LLM:Efficient LLM Contextualization with User Embeddings,"L Ning,L Liu,J Wu,N Wu,D Berlowitz… - … Proceedings of the …, 2025 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3701716.3715463,"Large language models (LLMs) hold immense potential for personalized AI, but effectivelyincorporating user history for personalized responses remains challenging. Existing methods …",,True,Concrete,False,False,,
Continuous Knowledge-Preserving Decomposition for Few-Shot Continual Learning,"X Li,Y Yang,J Wu,DA Clifton, Y Yu,B Ghanem… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2501.05017,"… tions eg, adaptive recommendation systems and robotics in evolving environments, wheremodels must efficiently adapt to new information without compromising existing knowledge. It …",,True,Concrete,False,True,Pre-print,
Domain-adaptive transfer network for visual–textual cross-domain sentiment classification,"Y Wang, T Tohti,D Han, Z Zuo, Y Liang, Y Liao… - The Journal of …, 2025 - Springer",https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s11227-025-07273-z&casa_token=lmgYbeMVMwAAAAAA:oF_IKsJnVdypY8gGcp3nSeo48NLzdAS40-qJPUA8iQLF8M5xEFMJMTRXKoTFgK6In7ZKF1KpHJPEuTR-3A,"… Sentiment analysis plays an important role in several areas, such as recommendationsystem construction, customer preference modeling, and user behavior monitoring. Driven by …",,True,Concrete,False,False,,
Temporal Test-Time Adaptation with State-Space Models,"M Schirmer,D Zhang,E Nalisnick- arXiv preprint arXiv:2407.12492, 2024 - arxiv.org",https://arxiv.org/abs/2407.12492,"… An example of this is with recommendation systems: trends change, new products arereleased, old products are discontinued, etc. Unless a model is updated, its ability to make …",,True,Concrete,False,False,,
ReHub: Linear Complexity Graph Transformers with Adaptive Hub-Spoke Reassignment,"T Borreda,D Freedman,O Litany- arXiv preprint arXiv:2412.01519, 2024 - arxiv.org",https://arxiv.org/abs/2412.01519,"We present ReHub, a novel graph transformer architecture that achieves linear complexitythrough an efficient reassignment technique between nodes and virtual nodes. Graph …",,True,Concrete,False,True,,
Medical ai for early detection of lung cancer: A survey,"G Cai, Y Cai, Z Zhang,Y Cao, L Wu, D Ergu… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2410.14769,"… Today, CAD systems can autonomously detect and evaluate pulmonary nodules, providefollow-up recommendations, and assist in decision-making, substantially improving the …",,True,Survey,False,False,,
Modèles de langage au service de la recommandation basée sur des sessions,A Redjdal - 2024 - publications.polymtl.ca,https://publications.polymtl.ca/59177/,"… To utilize Transformer-based language model architectures, we introduce a new maskingtechnique tailored to SBR recommendation systems in this study, which we call SMM. …",,False,,,,,
DRDT3: Diffusion-Refined Decision Test-Time Training Model,"X Huang,D Wu,B Boulet- arXiv preprint arXiv:2501.06718, 2025 - arxiv.org",https://arxiv.org/abs/2501.06718,"Decision Transformer (DT), a trajectory modeling method, has shown competitive performancecompared to traditional offline reinforcement learning (RL) approaches on various classic …",,True,Concrete,False,False,,
Mamba? catch the hype or rethink what really helps for image registration,"B Jian,J Pan,M Ghahremani,D Rueckert… - … on Biomedical Image …, 2024 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-73480-9_7,… Recommendation: Our findings reveal that “advanced” low-level computational blocks (Transformersand Mamba) offer worse results compared to CNN-based methods in Brain MRI …,,True,Survey,False,False,,
Hardware-Enabled Mechanisms for Verifying Responsible AI Development,"A O'Gara, G Kulp, W Hodgkins,J Petrie… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2505.03742,"Advancements in AI capabilities, driven in large part by scaling up computing resourcesused for AI training, have created opportunities to address major global challenges but also …",,False,,,,,
A survey of mamba,"H Qu,L Ning,R An,W Fan,T Derr,H Liu,X Xu… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2408.01129,"… Considering the user's watch history, kindly provide recommendations for the top-5 … statespace models for efficient sequential recommendation, enhancing model performance while …",,True,Survey,False,True,,
MapsTSF: efficient traffic prediction via hybrid Mamba 2-transformer spatiotemporal modeling and cross adaptive periodic sparse forecasting,"B Wang, C Cai,X Zhang, C Zhao, C Zhang… - The Journal of …, 2025 - Springer",https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s11227-025-07328-1&casa_token=iUSxUwCUBbgAAAAA:oEnG-hFBniF2qgzD6rRU8MfY-FErW6JZuhgEVigoaFqUzQOfNjpiIyph3VdIatSiLvgjYwpZpDW_AlvMzKA,"Traffic flow prediction is a critical yet challenging task due to the complex spatiotemporaldependencies in road networks. We propose MapsTSF, a novel framework that enhances traffic …",,True,Concrete,False,True,,
Intelligence artificielle pour la configuration et l'achat de campagnes publicitaires en ligne,I Benamara - 2024 - theses.hal.science,https://theses.hal.science/tel-04735717/,"… Advertising Strategy Design is fundamentally a task of generation and recommendation.Beyond the established challenges inherent to generative and recommendation systems, this …",,False,,,,,
A survey on large language models with multilingualism: Recent advances and new frontiers,"K Huang,F Mo, X Zhang,H Li,Y Li, Y Zhang… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2405.10936,"The rapid development of Large Language Models (LLMs) demonstrates remarkablemultilingual capabilities in natural language processing, attracting global attention in both …",,True,Survey,False,False,,
Kolmogorov–Arnold networks for genomic tasks,"O Cherednichenko,M Poptsova- Briefings in Bioinformatics, 2025 - academic.oup.com",https://academic.oup.com/bib/article-abstract/26/2/bbaf129/8101506,Kolmogorov–Arnold networks (KANs) emerged as a promising alternative for multilayerperceptrons (MLPs) in dense fully connected networks. Multiple attempts have been made to …,,True,Concrete,False,False,,
"A Hands-on Machine Learning Primer for Social Scientists: Math, Algorithms and Code",N Askitas- 2024 - econstor.eu,https://www.econstor.eu/handle/10419/305595,"This paper addresses the steep learning curve in Machine Learning faced by non-computerscientists, particularly social scientists, stemming from the absence of a primer on its …",,False,,,,,
HGRU-Mamba: State Space Model for Implicit Sentiment Classification in Chinese,"H LIU, K ZHANG, Y HE, Z SUN - authorea.com",https://www.authorea.com/doi/full/10.22541/au.174531626.62481799,"… text to accurately determine the sentiment orientation of the author1gnificant potential forapplications in areas such as comment analysis, opinion polling, and content recommendation. …",,True,Concrete,False,True,,
Discovering the nuclear localization signal universe through a deep learning model with interpretable attention units,"YF Li,X Pan, HB Shen - Patterns, 2025 - cell.com",https://www.cell.com/patterns/fulltext/S2666-3899(25)00110-2,"… To further investigate the impact of the classification threshold of the recommendation systemon the model performance, we applied different thresholds for the NLS recommendation. …",,False,,,,,
"Future of evidence synthesis: Automated, living, and interactive systematic reviews and meta-analyses","IB Riaz,SAA Naqvi,B Hasan,MH Murad- Mayo Clinic Proceedings: Digital …, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2949761224000580,"Systematic reviews and meta-analyses (SRMAs) are a mandatory step for making clinical,public health and policy decisions; however, they require manual human effort, making them …",,False,Survey,False,False,,
Evaluating Natural Monopoly Conditions in the AI Foundation Model Market,"J Schmid, T Sytsma, A Shenk - 2024 - rand.org",https://www.rand.org/content/dam/rand/pubs/research_reports/RRA3400/RRA3415-1/RAND_RRA3415-1.pdf,The authors of this report examined the economic and production attributes of pre-trainedartificial intelligence (AI) foundation models to answer the following questions: Does the …,,False,,,,,
Enhancing vessel trajectory prediction with bi-state space and squeeze excitation attention,"C Xiong, J Li, X Wu, D Liu, Q Wang, R Gao, J Ruan - Ocean Engineering, 2025 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0029801825013940,Accurately predicting vessel trajectories is crucial for maritime traffic management and safety.Deep learning technologies have made significant progress in modeling the complex …,Related articles,False,,,,,
Predicting Fuel Consumption of Marine Vessels-Using Boosted Regression Trees and Structured State-space Sequence Models While Considering Weather …,"K Lundgren, E Norlin - 2024 - odr.chalmers.se",https://odr.chalmers.se/bitstreams/0b4490ec-f505-463d-ad7c-71f118b042bf/download,"… of interest is to provide online speed recommendations for a fixed-route marine vessel that… As the journey progresses, this process can be repeated, updating the recommendations. …",,False,,,,,
Time-Varying Direction-of-Arrival Estimation Exploiting Mamba Network,"SR Pavel,MA Haider,YD Zhang,Y Ding… - 2025 IEEE …, 2025 - yiminzhang.com",https://yiminzhang.com/pdf_r/radarcon25_saidur.pdf,"… Any opinions, findings and conclusions or recommendations expressed in this materialare those of the authors and do not necessarily reflect the views of the AFRL. …",,True,Concrete,False,True,,
Position: Enough of Scaling LLMs! Lets Focus on Downscaling,"Y Goel,A Sengupta,T Chakraborty- arXiv preprint arXiv:2505.00985, 2025 - arxiv.org",https://arxiv.org/abs/2505.00985,We challenge the dominant focus on neural scaling laws and advocate for a paradigm shifttoward downscaling in the development of large language models (LLMs). While scaling …,,,,,,,
Foundation Models for CPS-IoT: Opportunities and Challenges,"O Baris,Y Chen,G Dong,L Han,T Kimura… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2501.16368,"… We identify two distinct sets of challenges: (a) technical challenges limiting FMs efficacy forCPS-IoT applications, highlighted as recommendations upon the experiments presented in …",,,,,,,
Advances in automated anesthesia: a comprehensive review,"X Cai, X Wang, Y Zhu, Y Yao, J Chen - Anesthesiology and Perioperative …, 2025 - Springer",https://link.springer.com/article/10.1007/s44254-024-00085-z,"… Another notable open-loop product is Orchestra ® (Fresenius Kabi, USA), which usespharmacokinetic models to provide recommendations for drug dosing based on patient-specific …",,,,,,,
Perspectives: Comparison of deep learning segmentation models on biophysical and biomedical data,"JS Bryan,P Pessoa,M Tavakoli,S Pressé- Biophysical journal, 2025 - cell.com",https://www.cell.com/biophysj/abstract/S0006-3495(25)00195-X,"… Overall, our recommendation is that, when using DL for segmentation, researchers shouldtry to … Beyond recommendations about DL selection, another take away from this work is that …",,,,,,,
3D geometry completion and reconstruction,Z Fu - 2025 - research-repository.uwa.edu.au,https://research-repository.uwa.edu.au/en/publications/3d-geometry-completion-and-reconstruction,This thesis presents six advancements in 3D geometry completion and reconstruction:(1)MIDNet enhances monocular depth estimation via multi-stage geometric cue integration;(2) …,,,,,,,
Guiding Machine Learning Design with Insights from Simple Sandboxes,B Liu - kilthub.cmu.edu,https://kilthub.cmu.edu/articles/thesis/Guiding_Machine_Learning_Design_with_Insights_from_Simple_Sandboxes/29304446,"… Over the years I have learned so much from both of them, from problem formulation toproof techniques, from career/life advice to restaurant recommendations. They have also …",,,,,,,
Review of the opportunities and challenges to accelerate mass‐scale application of smart grids with large‐language models,"H Shi,L Fang, X Chen,C Gu,K Ma, X Zhang… - IET Smart …, 2024 - Wiley Online Library",https://ietresearch.onlinelibrary.wiley.com/doi/abs/10.1049/stg2.12191,"Smart grids represent a paradigm shift in the electricity industry, moving from traditional one‐waysystems to more dynamic, interconnected networks. These grids are characterised by …",,,,,,,
"Distributed llms and multimodal large language models: A survey on advances, challenges, and future directions","H Amini,MJ Mia,Y Saadati,A Imteaj… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2503.16585,"Language models (LMs) are machine learning models designed to predict linguistic patternsby estimating the probability of word sequences based on large-scale datasets, such as text…",,,,,,,
Ablation targeting and planning system,"CJT Villongco, CD Marton, RJ Krummen - US Patent 12,213,742, 2025 - Google Patents",https://patents.google.com/patent/US12213742B2/en,"… In such cases, the ML decision tree generator may add a leaf node that indicates that a PPrecommendation cannot be provided or that the PP recommendation has a low confidence. …",,,,,,,
An Evaluation of Energy-efficient AI Models for Edge Deployment in 12-lead ECG Classification,"A Baskoro, YC Lin,S Nuannimnoi… - 2024 IEEE …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10862231/,… on edge devices; Section 3 presents our proposed comparative study; Section 4 discussesour experimental results; and Section 5 concludes this study with recommendations for future …,Related articles,,,,,,
Graph-Mamba 기반 POI 추천 시스템,"최민규， 임성수 - 한국통신학회 인공지능 학술대회 논문집, 2024 - dbpia.co.kr",https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE11949238,"Graph-Mamba 기반 POI 추천 시스템 POI Recommendation System Based on Graph-… 이를기반으로, 순차적 추천(sequential recommendation)을 수행하는 Mamba4Rec[2] 모델이 제안…",Related articles,,,,,,
Blending Complementary Memory Systems in Hybrid Quadratic-Linear Transformers,"K Irie,M Yau,SJ Gershman- arXiv preprint arXiv:2506.00744, 2025 - arxiv.org",https://arxiv.org/abs/2506.00744,"… Results on these datasets are notoriously known to be sensitive to the evaluation protocol;following the recommendations from prior work [6], we use the original evaluation script from […",,,,,,,
MoE at Scale: From Modular Design to Deployment in Large-Scale Machine Learning Systems,"A Hadia, T Afifa, F Gamal - 2025 - preprints.org",https://www.preprints.org/manuscript/202504.1313,"… Deploying MoEs in recommendation pipelines requires careful engineering to meetlatency constraints[93]. Lightweight experts and routing approximations (eg, hashing, locality-…",,,,,,,
From pixels to patients: the evolution and future of deep learning in cancer diagnostics,"Y Yang, H Shen, K Chen,X Li- Trends in Molecular Medicine, 2024 - cell.com",https://www.cell.com/trends/molecular-medicine/abstract/S1471-4914(24)00310-1,"… from various models, the AI agent can provide a more comprehensive understanding of thepatient's condition, leading to more accurate diagnoses and treatment recommendations [15]…",,,,,,,
From Interaction to Impact: Towards Safer AI Agent Through Understanding and Evaluating Mobile UI Operation Impacts,"Z Zhang,E Schoop,J Nichols,A Mahajan… - Proceedings of the 30th …, 2025 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3708359.3712153,"… In our work, we exclude potential passive impacts, such as those caused by recommendationalgorithms that change what users see based on their browsing activities, as such passive …",,,,,,,
ESIQA: Perceptual Quality Assessment of Vision-Pro-based Egocentric Spatial Images,"X Zhu,L Yang,H Duan,X Min,G Zhai… - IEEE Transactions on …, 2025 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10919000/,"With the development of eXtended Reality (XR), photo capturing and display technologybased on head-mounted displays (HMDs) have experienced significant advancements and …",,,,,,,
"Survey on large language model-enhanced reinforcement learning: Concept, taxonomy, and methods","Y Cao,H Zhao,Y Cheng,T Shu,Y Chen… - … on Neural Networks …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10766898/,… data and medical histories: a) accelerating the learning process of RL recommendationand b) providing more accurate diagnostic and treatment recommendations in healthcare. …,,,,,,,
"Beyond individuals: Collective predictive coding for memory, attention, and the emergence of language","T Taniguchi- Cognitive Neuroscience, 2025 - Taylor & Francis",https://www.tandfonline.com/doi/full/10.1080/17588928.2025.2518942?casa_token=mdF9xalVgm4AAAAA:ZuQ3EscOgnWw7A89zS4qS0pcyFQee4sWOouehAUrv2oeUxNpLSZM4hlsuvdwC6YRV2h_-9gBi_MQG2IxvQ&casa_token=Vp6x-EBc1qYAAAAA:Hfdh2r5Nj3UZccbdEcY0cyV9OlAcShOe9gltGxZq_lP_XjyLyo7hYb3pNNxoJKFqQHP4WGkMRmbVVgtaXQ,Language is formed collectively. Each individual cognitive system participating in its emergencepossesses memory and attention. These faculties are undoubtedly crucial not only for …,,,,,,,
A2C2-Natural Language-Instructed Autonomous Agent for,WKR Nobel Gabriel - 2024 - digitalcollection.zhaw.ch,https://digitalcollection.zhaw.ch/server/api/core/bitstreams/f797e2f9-1027-45ea-98e7-a9039be964a3/content,"Recent advances in artificial intelligence (AI) have boosted progress across variousdomains, particularly enabling breakthroughs in the discipline of Natural Language-Instructed …",,,,,,,
Routereval: A comprehensive benchmark for routing llms to explore model-level scaling up in llms,"Z Huang,G Ling, Y Lin,Y Chen, S Zhong, H Wu… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2503.10657,"Routing large language models (LLMs) is a new paradigm that uses a router to recommendthe best LLM from a pool of candidates for a given input. In this paper, our comprehensive …",,,,,,,
"Foundation models and intelligent decision-making: Progress, challenges, and perspectives","J Huang,Y Xu,Q Wang, QC Wang,X Liang,F Wang… - The Innovation, 2025 - cell.com",https://www.cell.com/the-innovation/fulltext/S2666-6758(25)00151-1,"… These models, trained on extensive datasets, excel at identifying patterns, generatinginsights, and providing context-aware recommendations, which are critical for making informed …",,,,,,,
Algorithmic Advancement in Artificial Intelligence,"CC PRICE, B ALKIRE,M AHMADI- 2025 - rand.org",https://www.rand.org/content/dam/rand/pubs/research_reports/RRA3400/RRA3485-1/RAND_RRA3485-1.pdf,… a policy of mandatory disclosure; and pursue transparency in our research engagementsthrough our commitment to the open publication of our research findings and recommendations…,,,,,,,
Chinese fine-grained financial sentiment analysis with large language models,"Y Lan, Y Wu, W Xu, W Feng, Y Zhang - Neural Computing and …, 2024 - Springer",https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00521-024-10603-6&casa_token=3Upp6ywa5EsAAAAA:5SX_DSAcn_wIe4cieKUgMTDNwXjg-WaSfp6_dGPWnA5MxIxrPiKdEFeX_KATwmAtLZ-jT_ZgEl1662jxfQ,"… In order to facilitate data annotation, the UIE-base [31] model is used to identify andhighlight organizations, and then the top 3 warning tag recommendations are made for each …",,,,,,,
Transformer-based sensor fusion for autonomous vehicles: A comprehensive review,"A Abdulmaksoud,R Ahmed- IEEE Access, 2025 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10901945/,"Sensor fusion is vital for many critical applications, including robotics, autonomous driving,aerospace, and beyond. Integrating data streams from different sensors enables us to …",,,,,,,
Units: A unified multi-task time series model,"S Gao,T Koker,O Queen… - Advances in …, 2024 - proceedings.neurips.cc",https://proceedings.neurips.cc/paper_files/paper/2024/hash/fe248e22b241ae5a9adf11493c8c12bc-Abstract-Conference.html,"… Any opinions, findings, conclusions or recommendations expressed in this material are …Any opinions, findings, conclusions or recommendations expressed in this material are those of …",,,,,,,
Base of rope bounds context length,"M Xu, X Men,B Wang,Q Zhang,H Lin… - The Thirty-eighth Annual …, 2024 - openreview.net",https://openreview.net/forum?id=EiIelh2t7S,… Why do practitioners deviate from the recommendations of NTK-based methods? Is theout-of-distribution (OOD) theory underlying these methods insufficient to unlock long-context …,,,,,,,
Mamba-MSQNet: A Fast and Efficient Model for Animal Action Recognition,"E Fazzari,D Romano,F Falchi… - 2024 IEEE International …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10948802/,"… This number follows the recommendation by the Mamba block’s inventor [12], whichsuggests using two Mamba blocks for each head in a transformer block. Since the MSQNet …",Related articles,,,,,,
FoMoH: A clinically meaningful foundation model evaluation for structured electronic health records,"C Pang,V Jeanselme,YS Choi,X Jiang, Z Jing… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2505.16941,"… Any opinions, findings, conclusions, or recommendations in this manuscript are those ofthe authors and do not reflect the views, policies, endorsements, expressed or implied, of any …",,,,,,,
Multi-target learning for predictive justice,A Audibert- 2024 - theses.hal.science,https://theses.hal.science/tel-05038128/,"… ’s complex processes; though its application is becoming increasingly widespread in oursociety and is already present in our everyday lives, from voice assistants to recommendation …",,,,,,,
Audio xlstms: Learning self-supervised audio representations with xlstms,"S Yadav,S Theodoridis,ZH Tan- arXiv preprint arXiv:2408.16568, 2024 - arxiv.org",https://arxiv.org/abs/2408.16568,"While the transformer has emerged as the eminent neural architecture, several independentlines of research have emerged to address its limitations. Recurrent neural approaches …",,,,,,,
LLMs: Evolution and New Frontiers,"U Kamath, K Keenan, G Somers… - Large Language Models: A …, 2024 - Springer",https://link.springer.com/content/pdf/10.1007/978-3-031-65647-7_10.pdf,"This concluding chapter provides an overview of the evolution of LLMs, emphasizingsignificant trends and developments. It explores the shift toward synthetic data to sustain model …",Cited by 1,,,,,,
Selective state models are what you need for animal action recognition,"E Fazzari,D Romano,F Falchi,C Stefanini- Ecological Informatics, 2025 - Elsevier",https://www.sciencedirect.com/science/article/pii/S1574954124004977,"Recognizing animal actions provides valuable insights into animal welfare, yielding crucialinformation for agricultural, ethological, and neuroscientific research. While video-based …",,,,,,,
Exploration of Quantum-Inspired Deep Learning Architectures for Fundamental Applications in Scientific Computing,O Knitter- 2024 - deepblue.lib.umich.edu,https://deepblue.lib.umich.edu/handle/2027.42/196129,"… in that sense parallel each other qualitatively, in practice the former area primarily concernsitself with algorithms based around Tang’s de-quantization of the quantum recommendation …",,,,,,,
U-mamba: Enhancing long-range dependency for biomedical image segmentation,"J Ma,F Li,B Wang- arXiv preprint arXiv:2401.04722, 2024 - arxiv.org",https://arxiv.org/abs/2401.04722,"… Following the recommendations in Metrics Reloaded [37], we used Dice Similarity Coefficient(DSC) and Normalized Surface Distance (NSD) for three semantic segmentation tasks, …",,,,,,,
Towards Efficient Deep Learning for Vision and Language Applications,Z Kong- 2024 - search.proquest.com,https://search.proquest.com/openview/913cca707a0bf3e51acf920e7b4bb328/1?pq-origsite=gscholar&cbl=18750&diss=y,"… opportunity; and Professor Zhangyang Wang from The University of Texas at Austin, whoimpressed me with his brilliant ideas and was incredibly supportive by writing recommendation …",Cited by 1,,,,,,
Unveiling the Potential of Large Language Models: Redefining Learning in the Age of Generative AI,"N Varghese,G Ramasamy- … of AI and Business Intelligence in Data …, 2024 - igi-global.com",https://www.igi-global.com/chapter/unveiling-the-potential-of-large-language-models/355862,"… LLMs in health care facilitates the efficient clinical decision support and also assists thephysicians in treatment recommendations (A. Rao et al., 2023, M. Benary et al., 2023 CM Chiesa…",Cited by 2,,,,,,
"Foundation model for advancing healthcare: challenges, opportunities and future directions","Y He,F Huang,X Jiang,Y Nie,M Wang… - IEEE Reviews in …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10750441/,… NapSS [100] used GPT-2 [98] as the backbone model and learned the prompts that cangenerate personalized recommendations for clinical scenarios. MedRoBERTa.nl [99] …,,,,,,,
Dendritic integration inspired artificial neural networks capture data correlation,"C Liu,J Ma, S Li,DD Zhou- Advances in Neural …, 2024 - proceedings.neurips.cc",https://proceedings.neurips.cc/paper_files/paper/2024/hash/90b31ad371165eaac2dc6de8993fded7-Abstract-Conference.html,Incorporating biological neuronal properties into Artificial Neural Networks (ANNs) toenhance computational capabilities is under active investigation in the field of deep learning. …,,,,,,,
The Rise of Small Language Models in Healthcare: A Comprehensive Survey,"M Garg,S Raza,S Rayana, X Liu,S Sohn- arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2504.17119,… Recent fine-tuning of Phi3.5-mini13 through quantized low-rank adapters (QLoRA) underscoresits potential for providing basic medical recommendations in telemedicine and chatbot …,,,,,,,
ProDapt: Proprioceptive Adaptation using Long-term Memory Diffusion,"FP Bejarano,B Jones, DP Moreno,J Bowkett… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2503.00193,… We chose to use position control due to the recommendation in [1]. The total number ofdiffusion steps Ndiff is set to 45. The training of the diffusion controllers was done by collecting …,,,,,,,
"Llms will always hallucinate, and we need to live with this","S Banerjee,A Agarwal, S Singla - arXiv preprint arXiv:2409.05746, 2024 - arxiv.org",https://arxiv.org/abs/2409.05746,"As Large Language Models become more ubiquitous across domains, it becomes importantto examine their inherent limitations critically. This work argues that hallucinations in …",,,,,,,
Scalable qualitative coding with llms: Chain-of-thought reasoning matches human performance in some hermeneutic tasks,"ZO Dunivin- arXiv preprint arXiv:2401.15170, 2024 - arxiv.org",https://arxiv.org/abs/2401.15170,"Qualitative coding, or content analysis, extracts meaning from text to discern quantitativepatterns across a corpus of texts. Recently, advances in the interpretive abilities of large …",,,,,,,
Retrieval augmented generation for large language models in healthcare: A systematic review,"LM Amugongo,P Mascheroni,S Brooks… - PLOS Digital …, 2025 - journals.plos.org",https://journals.plos.org/digitalhealth/article?id=10.1371/journal.pdig.0000877,"… [24] curated ClinicalQA as a benchmark dataset containing open-ended questions for differentmedical specialties, including treatment guidelines recommendations. The authors in [40] …",,,,,,,
IMPROVING THE ROBUSTNESS OF MULTIMODAL AI WITH ASYNCHRONOUS AND MISSING INPUTS,RBB DOS SANTOS - 2024 - run.unl.pt,https://run.unl.pt/bitstream/10362/177871/1/Santos_2024.pdf,"… If designed effectively, these tools could help streamline care by analyzing large datasetsin real time, identifying patterns, and making personalized recommendations for each patient. …",,,,,,,
Exploring finetuned audio-LLM on heart murmur features,"A Florea,X Jiang,N Mesgarani,X Jiang- Smart Health, 2025 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2352648325000182,"Large language models (LLMs) for audio have excelled in recognizing and analyzing humanspeech, music, and environmental sounds. However, their potential for understanding …",,,,,,,
Weight Sparsity Complements Activity Sparsity in Neuromorphic Language Models,"R Mukherji,M Schöne,KK Nazeer… - 2024 International …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10766511/,"… Following the recommendations in [20], we investigated several pruning routines. Weused a two-step approach, where we first trained the RNN model to convergence followed by …",,,,,,,
Advances in Music Technology with Deep Learning: from Music Analysis to Production,CH Oliván - zaguan.unizar.es,https://zaguan.unizar.es/record/161734/files/TESIS-2025-173.pdf?version=1,"… Its applications cover from refining search engine algorithms and filtering content on socialmedia platforms to generating personalized recommendations. Modern consumer devices, …",,,,,,,
Advances in Music Technology with Deep Learning: from Music Analysis to Production,"C Hernández Oliván, JR Beltrán Blázquez - zaguan.unizar.es",https://zaguan.unizar.es/record/161734,"… Its applications cover from refining search engine algorithms and filtering content on socialmedia platforms to generating personalized recommendations. Modern consumer devices, …",,,,,,,
Gosnet: Rgb-T Salient Object Detection Network Based on Global Omnidirectional Scanning,"J BoChang, D Luo, Z Shang, S Liu - Available at SSRN 4987260 - papers.ssrn.com",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4987260,"… Additionally, we followed the recommendation of [37] by incorporating a dual attentionmodule at the final stage of fusion. In the decoder section, we use the OSDM to progressively …",,,,,,,
