Title,Authors,Link,Abstract,Citations
An empirical study on normalization in mamba,"P Feng, Y Wang, Y Ni, Z Li, W Wu, L Huang - 2025 - openreview.net",https://openreview.net/forum?id=YK8eO7BEkJ,"… normalization in Mamba? And how can we better utilize normalization techniques in Mamba?To … types, positions, and combinations on Mamba’s performance and stability in sequence …",
Covariance Attention Guidance Mamba Hashing for cross-modal retrieval,"G Wang,S Cheng, A Du,Q Zou- Engineering Applications of Artificial …, 2025 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0952197625007778,"With the rapid development of artificial intelligence and multimedia technology, cross-modalhashing (CMH) has been widely applied in multimedia retrieval, recommendation systems, …",
Transformers to ssms: Distilling quadratic knowledge to subquadratic models,"A Bick,K Li,E Xing,JZ Kolter… - Advances in Neural …, 2024 - proceedings.neurips.cc",https://proceedings.neurips.cc/paper_files/paper/2024/hash/3848fef259495bfd04d60cdc5c1b4db7-Abstract-Conference.html,"… of the Mamba-2 architecture [8], termed PhiMamba, which is … Using our approach, thePhi-Mamba model achieves … We recommend further research to explore the role of sequence …",
Monocular Visual Place Recognition in LiDAR Maps via Cross-Modal State Space Model and Multi-View Matching,"G Yao,X Li, L Fu,Y Pan- arXiv preprint arXiv:2410.06285, 2024 - arxiv.org",https://arxiv.org/abs/2410.06285,… It takes visual state space model (VMamba) as the backbone and employs a pixel-view-scenejoint training strategy for cross-modal contrastive learning. To address the field-of-view …,
Alphafuse: Learn id embeddings for sequential recommendation in null space of language embeddings,"G Hu,A Zhang,S Liu, Z Cai,X Yang… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2504.19218,"… Recent advancements in sequential recommendation have underscored the potential of … ,enabling seamless adaptation to any sequential recommendation framework. We validate the …",
An Enhanced-State Reinforcement Learning Algorithm for Multi-Task Fusion in Large-Scale Recommender Systems,"P Liu, J Zhu, C Xu, M Zhao, B Wang - arXiv preprint arXiv:2409.11678, 2024 - arxiv.org",https://arxiv.org/abs/2409.11678,"… In our recommendation scenario, each recommendation list for a user request contains five… recommendation by summing up all the rewards of videos included in this recommendation …",
Clip-mamba: Clip pretrained mamba models with ood and hessian evaluation,"W Huang, Y Shen,Y Yang- arXiv preprint arXiv:2404.19394, 2024 - arxiv.org",https://arxiv.org/abs/2404.19394,… Mamba model utilizing contrastive language-image pretraining (CLIP). We have trainedMamba … Our findings reveal that a Mamba model with 67 million parameters is on par with a 307 …,
Enhanced Mamba model with multi-head attention mechanism and learnable scaling parameters for remaining useful life prediction,"F Liu, S Liu, Y Chai, Y Zhu - Scientific Reports, 2025 - nature.com",https://www.nature.com/articles/s41598-025-91815-1,"… To obtain the best experience, we recommend you use a more up to date browser (or turnoff compatibility mode in Internet Explorer). In the meantime, to ensure continued support, we …",
Repetitive Contrastive Learning Enhances Mamba's Selectivity in Time Series Prediction,"W Yan, H Cao, Y Tan - arXiv preprint arXiv:2504.09185, 2025 - arxiv.org",https://arxiv.org/abs/2504.09185,"… Therefore, in addition to full parameter fine-tuning, we recommend experimenting with freezing… We recommend choosing between these two approaches during the inference phase for …",
Mamba in speech: Towards an alternative to self-attention,"X Zhang,Q Zhang,H Liu, T Xiao,X Qian… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2405.12609,"… for Mamba in speech tasks, ie, inner bidirectional Mamba (… For Mamba models, wereport the results of Mamba models … It can be observed that the Mamba models consistently …",
GMSR: gradient-guided mamba for spectral reconstruction from RGB images,"X Wang,Z Huang, S Zhang,J Zhu,P Gamba… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2405.07777,"… Its core comprises multiple stacked Gradient Mamba (GM) blocks, each featuring a tri-branchstructure. In addition to benefiting from efficient global feature representation by Mamba …",Cited by 8
A Comparative Analysis of Modeling Paradigms and Techniques in Sequential Recommendation,"Y Jia - The 4th International Conference on Economic …, 2024 - books.google.com",https://books.google.com/books?hl=en&lr=&id=-3olEQAAQBAJ&oi=fnd&pg=PA329&dq=(mamba+OR+%22state+space%22+OR+%22state-space%22+OR+%22state+spaces%22+OR+%22state-spaces%22)+AND+(recommend+OR+recommender+OR+recommendation)&ots=Pn8ZofnJ1J&sig=kbGfHUb9f70AZjqSY2oV2ulICNA,"… The evolution of sequential recommendation systems is marked by significant advancements,… Selective State Space Models receive special focus due to their potential in achieving a …",
Audio-visual controlled video diffusion with masked selective state spaces modeling for natural talking head generation,"FT Hong, Z Xu,Z Zhou, J Zhou, X Li, Q Lin… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2504.02542,"… For multiple control, we design a parallel mamba structure with … tially, we employ themamba structure, which enables driving … We strongly recommend watching the video demos. …",
[HTML][HTML]MiM-UNet: An efficient building image segmentation network integrating state space models,"D Liu, Z Wang,A Liang- Alexandria Engineering Journal, 2025 - Elsevier",https://www.sciencedirect.com/science/article/pii/S1110016825002029,"… , Mamba-in-Mamba U-Net (MiM-UNet), which integrates the design principles of state–space …–decoder framework by introducing Mamba-in-Mamba blocks, enabling precise multi-scale …",
Enhancing Heart Rate Prediction with Mamba and Simple-Attention Modules for Early Warning in Exercise,"H Zhang, Q Zhan, Z Wang… - 2024 5th International …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10762452/,"… This paper proposes an HRP model based on Mamba and Simple-Attention, which can beused … The Mamba module enhances long-sequence data processing through efficient parallel …",Related articles
[HTML][HTML]Selective state models are what you need for animal action recognition,"E Fazzari,D Romano,F Falchi,C Stefanini- Ecological Informatics, 2025 - Elsevier",https://www.sciencedirect.com/science/article/pii/S1574954124004977,"… Mamba-MSQNet, a novel architecture family for multilabel Animal Action Recognition usingSelective Space Models. By transforming the state-of-the-art MSQNet model with Mamba …",
DSDFormer: An Innovative Transformer-Mamba Framework for Robust High-Precision Driver Distraction Identification,"J Chen, Z Zhang, J Yu, H Huang, R Zhang, X Xu… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2409.05587,"… the regional feature extraction limitations of Mamba, we propose the … with the efficiency ofMamba, enabling precise spatial and … and Mamba architectures. 4) We present the Transformer-…",
MambaCapsule: Towards Transparent Cardiac Disease Diagnosis with Electrocardiography Using Mamba Capsule Network,"Y Xu, X Liu, Z Kong,Y Wu, Y Wang,Y Lu,H Gao… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2407.20893,"… Our model utilizes Mamba for feature extraction and Capsule networks for prediction,providing not only a confidence score but also signal features. Akin to the processing mechanism …",
TRIS-HAR: Transmissive Reconfigurable Intelligent Surfaces-assisted Cognitive Wireless Human Activity Recognition Using State Space Models,"J Liu,Y Huang,X Shi,R Xiong, J Zhang,T Mi… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2410.02334,"… Additionally, we propose the Human intelligence Mamba (HiMamba), an advanced statespace model that captures temporal and frequency-based information for precise activity …",
HiSS-Csp: Hierarchical State Space Models for Continuous Sequence Prediction,V Pattabiraman- 2024 - search.proquest.com,https://search.proquest.com/openview/ec31c56b57eaa922eaf25b64bde0e88f/1?pq-origsite=gscholar&cbl=18750&diss=y,"… In this work, we present Hierarchical State-Space Models (HiSS), a conceptually simple,new technique for continuous sequential prediction. HiSS stacks structured state-space models …",Related articles
"Train once, deploy anywhere: Matryoshka representation learning for multimodal recommendation","Y Wang,Z Yue,H Zeng,D Wang,J McAuley- arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2409.16627,"… we incorporate cross-modal features and further improves the state-space modeling forsequential recommendation. Consequently, fMRLRec can yield multiple model sizes with …",
[CITATION][C]CS660-Final Report Applying Mamba to GNNs,J Shivottam,,,Related articles
Maskmamba: A hybrid mamba-transformer model for masked image generation,"W Chen,L Niu,Z Lu,F Meng, J Zhou - arXiv preprint arXiv:2409.19937, 2024 - arxiv.org",https://arxiv.org/abs/2409.19937,"… complexity growth with sequence length in Transformer models and the excessive generationiterations in autoregressive models, we introduce MaskMamba that integrates Mamba and …",
[HTML][HTML]Simulation of association rule mining based on sensor networks in Chinese language learning recommendation system for college students,"L Songyang - Measurement: Sensors, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2665917424001843,"… efficiency, and defining the user state space, borrowing the obtained resource allocation …, ultimately obtaining user state space information and one-dimensional state space data. This …",
Visuomotor Policy Learning for Task Automation of Surgical Robot,"J Huang,Q Shi,D Xie, Y Ma, X Liu… - IEEE Transactions on …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10685114/,… a state space model into conditional Variational autoencoder to enhance imitation learningperformance as a hybrid mamba-… we recommend using larger datasets to enhance the …,Cited by 2
Multi-head spatial-spectral mamba for hyperspectral image classification,"M Ahmad,MHF Butt,M Usama,HA Altuwaijri… - Remote Sensing …, 2025 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/2150704X.2025.2461330?casa_token=-3G7KgFBx7YAAAAA:9ACyhmD31C8Ehc5RjhgiD6baf1FEOEXHGYiEsCDsF_4eBsz7VLsxSvkDw1xWI1_9afR9K1EK9bHUqVC2mg,… the integration of Mamba’s state-space modelling. The key contributions of this work are: …lists articles that we recommend and is powered by our AI driven recommendation engine. …,
Reinforcement learning recommendation algorithm based on environment information exploration,"J Jia, H Wang, F Wang - Proceedings of the 2024 2nd International …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3724504.3724562?casa_token=BSequl-6SqYAAAAA:fvwTX1ay68hb1nKOJ48XHlZ6xNR1V0Kh3iqRJQ2VISaBxk64ROZdVuZ2ZDSWpNIt7e_bhaMf5dha1Q&casa_token=ju_gpdlQ-fEAAAAA:8QKkIoXk0d8L2zR7JkGQEXwNsNXOFC3cQxam0GasRi4h_4WiXHimgpovbBvxkRYGuVYIlKDmGPkZXw,"… , this paper proposes a reinforcement learning recommendation algorithm based on envi…of recommendation by constructing preferentially selected strategy and organizing state space. …",
Seasonal forecasting of Pan-Arctic sea ice with state space model,"W Wang,W Yang, L Wang, G Wang… - npj Climate and …, 2025 - nature.com",https://www.nature.com/articles/s41612-025-01058-0,"… To obtain the best experience, we recommend you use a more up to date browser (or turnoff compatibility mode in Internet Explorer). In the meantime, to ensure continued support, we …",
ReMamba: a hybrid CNN-Mamba aggregation network for visible-infrared person re-identification,"H Geng, J Peng, W Yang, D Chen, H Lv, G Li… - Scientific Reports, 2024 - nature.com",https://www.nature.com/articles/s41598-024-80766-8,"… To obtain the best experience, we recommend you use a more up to date browser (or turnoff compatibility mode in Internet Explorer). In the meantime, to ensure continued support, we …",
A Reinforcement Learning Based Recommender System Framework for Web Apps: Radio and Game Aggregators Scenarios,"A Batista,JM Torres,P Sobral,RS Moreira… - EPIA Conference on …, 2024 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-73497-7_34,"… approaches, providing useful features to better discern and recommend relevant items. …The primary objective in the context of our recommendation system is to guide the recommender …",Cited by 1
[HTML][HTML]Session-aware recommender system using double deep reinforcement learning,"P Khurana, B Gupta,R Sharma,P Bedi- Journal of Intelligent Information …, 2024 - Springer",https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s10844-023-00824-x&casa_token=QifoqjG9T4gAAAAA:KCu2mAeZLwFGP1koxfww-OhCXq_81m-eYde5qqIkv2wfKn_SUC1MJLtCPcD8uzyjtMzvDdeD1TpCtfjptA,… in pairs to create state space for the algorithm for further operations. Once the state spaceis constructed then the recommender agent traverses this state space using the DDQN …,
Personalized Recommendation Using Deep Reinforcement Learning for Educational Content,"Y Su - International Journal of Image and Graphics, 2025 - World Scientific",https://www.worldscientific.com/doi/abs/10.1142/S021946782750029X,"… In deep reinforcement learning, the state space and action space are separately defined.The user preference degree is input into the state space, and the educational content feature …",Related articles
On the opportunities and challenges of offline reinforcement learning for recommender systems,"X Chen,S Wang,J McAuley,D Jannach… - ACM Transactions on …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3661996?casa_token=138LFUmWIJ0AAAAA:UjS_ntR3x8sC9J1lY-bjrMskPWWU6ba3Cyue0X4zp6s4sEu2DD3FOeZ0mcl6MlPTOcmoD7PVu1_uFw,"… over both the state space S and the action space A, DPG only requires integrating over thestate space S. In DPG, given a state ∈ S, there corresponds only one action ∈ A such that …",
Behavior-Dependent Linear Recurrent Units for Efficient Sequential Recommendation,"C Liu,J Lin,H Liu,J Wang,J Caverlee- Proceedings of the 33rd ACM …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3627673.3679717,… existing sequential recommendation models seemingly suffer … the three golden principlesfor sequential recommendation? … long sequences with structured state spaces. arXiv preprint …,
Mastering seismic time series response predictions using an attention-Mamba transformer model for bridge bearings and piers across varied testing conditions,"O Yazdanpanah,M Park,M Chang,Y Chae- Scientific Reports, 2024 - nature.com",https://www.nature.com/articles/s41598-024-79195-4,"… To obtain the best experience, we recommend you use a more up to date browser (or turnoff compatibility mode in Internet Explorer). In the meantime, to ensure continued support, we …",
CleanUMamba: A Compact Mamba Network for Speech Denoising using Channel Pruning,"S Groot,Q Chen,JC van Gemert,C Gao- arXiv preprint arXiv:2410.11062, 2024 - arxiv.org",https://arxiv.org/abs/2410.11062,"… structure, incorporating the Mamba state-space model in the bottleneck layer. By replacingconventional self-attention and LSTM mechanisms with Mamba, our architecture offers …",
[HTML][HTML]Competency and skill-based educational recommendation system,"RGF Feitosa,GAL Campos,IS Santos… - International Journal of …, 2025 - Springer",https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s40593-024-00423-z&casa_token=21r3OLtPHL0AAAAA:7YJw7SNfovhSNwWIoOm-1wapCh44zaHml-qmdurBswsHe8wFSv08HfRqMdE6DC_bBYsTF8DWO8-Gp0x1cw,"… of condition-action rules for action recommendation and designing a mechanism that allows… , and the notion of the problem’s state space for recommendation. This, in turn, enables the …",
Design of dynamic career path recommendation system based on Markov decision process,"Y Jiang - Journal of Computational Methods in Sciences and …, 2025 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1177/14727978241313261,"… path recommendation, this article constructs a dynamic career path recommendation system… In order to construct the user’s state space, this article first comprehensively collects data on …",Related articles
Using meta-learning to recommend an appropriate time-series forecasting model,"N Talkhi, N Akhavan Fatemi,M Jabbari Nooghabi… - BMC Public Health, 2024 - Springer",https://link.springer.com/article/10.1186/s12889-023-17627-y,"… (ARIMA) and exponential smoothing state-space model with Trigonometric seasonality,Box-Cox … (ANN) were used as meta-learners to recommend an appropriate forecasting model. …",
HydraNet: Momentum-Driven State Space Duality for Multi-Granularity Tennis Tournaments Analysis,"R Li,X Zhao,Q Ning, S Guo - arXiv preprint arXiv:2505.21882, 2025 - arxiv.org",https://arxiv.org/abs/2505.21882,"… , and design HydraNet, a momentum-driven state-space duality-based framework, to modelMS by … HydraNet integrates a Hydra module, which builds upon a state-space duality (SSD) …",Related articles
Towards knowledge-aware and deep reinforced cross-domain recommendation over collaborative knowledge graph,"Y Li,L Hou,J Li- IEEE Transactions on Knowledge and Data …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10505847/,"… degrades the recommendation performance … state spaces from recommender systems,DRL techniques usually suffer from sampling efficiency issue in each next-step recommendation …",Cited by 4
[HTML][HTML]A reinforcement learning recommender system using bi-clustering and Markov Decision Process,"A Iftikhar,MA Ghazanfar,M Ayub,SA Alahmari… - Expert Systems with …, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0957417423020432,"… Collaborative filtering (CF) recommender systems are static … In this paper, we modelled therecommendation problem as a … determine best policy to give recommendation to users. Start …",
Mamba? catch the hype or rethink what really helps for image registration,"B Jian,J Pan,M Ghahremani,D Rueckert… - … on Biomedical Image …, 2024 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-73480-9_7,… Recommendation: Our findings reveal that “advanced” low-level computational blocks (Transformersand Mamba) offer worse results compared to CNN-based methods in Brain MRI …,
Strategies for mitigating challenges associated with trace organic compound removal by high-retention membrane bioreactors (HR-MBRs),"OT Mahlangu,TI Nkambule,BB Mamba,FI Hai- npj Clean Water, 2024 - nature.com",https://www.nature.com/articles/s41545-024-00313-w,"… To obtain the best experience, we recommend you use a more up to date browser (or turnoff compatibility mode in Internet Explorer). In the meantime, to ensure continued support, we …",
Conditional Information Bottleneck Approach for Out-of-Distribution Sequential Recommendation,"B Wu, W Shen, W Xie,J Zheng, Y Cheng, Q Ma - openreview.net",https://openreview.net/forum?id=h9dnHqrkfa,"Sequential recommendation (SR) aims to suggest items users are most likely to engage withnext based on their past interactions. However, in practice, SR systems often face the out-of-…",
Learning Actionable Counterfactual Explanations in Large State Spaces,"K Naggita,MR Walter,A Blum- arXiv preprint arXiv:2404.17034, 2024 - arxiv.org",https://arxiv.org/abs/2404.17034,"… While Naumann and Ntoutsi [20] optimizes their CFE generation method for each agentto find an optimal ordered sequence of actions to recommend, in our generalized CFE …",
A Survey on Efficient Solutions of Large Language Models for Recommendation,"H Wu,Y Du,Z Sun,T Wei, J Zhang, OY Soon - Authorea Preprints, 2024 - techrxiv.org",https://www.techrxiv.org/doi/full/10.36227/techrxiv.173272687.73188733,"… Mamba-based [37, 41], RWKV-based [85], and RetNet-based methods [62] to improve languagemodeling for RSs. In particular, Mamba … However, some studies [88, 54] indicate Mamba’…",
[PDF][PDF]Feasibility and acceptability of point of care testing for sexually transmitted infections in outpatient clinics offering integrated services in Eswatini,"…, N Dube, S Mamba, M Mamba… - Sexually Transmitted …, 2024 - journals.lww.com",https://journals.lww.com/stdjournal/_layouts/15/oaks.journals/downloadpdf.aspx?an=00007435-990000000-00370,Background Lack of point of care testing (POCT) for sexually transmitted infections (STIs) isa continuing missed opportunity in Sub-Saharan Africa. We assessed feasibility and …,
Reinforcing Long-Term Performance in Recommender Systems with User-Oriented Exploration Policy,"C Zhang,S Chen,X Zhang,S Dai,W Yu… - Proceedings of the 47th …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3626772.3657714?casa_token=Ev0m8EvZGSwAAAAA:1tZgokwubqAVp6_DAAqRM_T1b51LA4XFFYptVG3xwTAdsPHMQI4ftpxcBIkWSPkMVGugm-dVoqd2OA,"… However, in the context of recommender systems, the state space is exceptionally vastand … smaller than the size of the overall state space. Utilizing the subsequent formula, we …",
Using state space grids to quantify and examine dynamics of dyadic conversation,"M Brinberg,DH Solomon,GD Bodie… - Communication …, 2025 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/19312458.2024.2413973,"… & Grimm, Citation2012), we recommend obtaining at least 25 repeated measures when …movement in the state space grid. For choosing variables to examine using state space grids, as …",
Reducing black-box nonlinear state-space models: a real-life case study,"PZ Csurcsia,J Decuyper,B Renczes… - … Systems and Signal …, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0888327024001286,"A known challenge when building nonlinear models from data is to limit the size of the modelin terms of the number of parameters. Especially for complex nonlinear systems, which …",
Rotate to scan: Unet-like mamba with triplet ssm module for medical image segmentation,"H Tang, L Cheng, G Huang, Z Tan, J Lu… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2403.17701,"… Recently, State Space Models (SSMs), particularly Mamba and its variants, have … Motivatedby previous spatial and channel attention methods, we propose Triplet Mamba-UNet. The …",Cited by 18
PatchRec: Multi-Grained Patching for Efficient LLM-based Sequential Recommendation,"J Liao,R Xie,S Li,X Wang,X Sun,Z Kang… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2501.15087,"… as representatives of efficient longterm sequential recommendation methods. LinRec leverageslinear attention mechanisms, while Mamba4Rec employs Mamba blocks [13] for efficient …",
"Mamba-360: Survey of State Space Models as Transformer Alternative for Long Sequence Modelling: Methods, Applications, and Challenges","B Narayana Patro, V Srinivas Agneeswaran - arXiv e-prints, 2024 - ui.adsabs.harvard.edu",https://ui.adsabs.harvard.edu/abs/2024arXiv240416112N/abstract,… State Space Models(SSMs) have emerged as promising alternatives for sequencemodeling … The project page for Mamba-360 work is available on this webpage.\url{https://github.com/…,Related articles
OuroMamba: A Data-Free Quantization Framework for Vision Mamba Models,"A Ramachandran,M Lee,H Xu,S Kundu… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2503.10959,"… -training quantization (DFQ) method for vision Mamba-based models (VMMs). We identify …generated through neighborhood interactions in the latent state space, (2) OuroMamba-Quant …",Related articles
NIMBA: Towards Robust and Principled Processing of Point Clouds With SSMs,"N Köprücü,D Okpekpe,A Orvieto- arXiv preprint arXiv:2411.00151, 2024 - arxiv.org",https://arxiv.org/abs/2411.00151,… and B above showcase that applying Mamba to point clouds poses … optimal preprocessingstrategies for Mamba-powered models … We recommend future research to focus on optimizing …,
Perceptions on circumcision for HIV prevention: an application of the health belief model in a qualitative enquiry among young men in Eswatini,"S Mamba, V Holton, SL Huang - AIDS care, 2025 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/09540121.2024.2445193,"… Our findings may be used to modify existing VMMC interventions hence we recommendworking … Recognizing the concern on altered sexual pleasure, we recommend that public health …",Related articles
"[PDF][PDF]A comprehensive survey on reinforcement learning-based recommender systems: State-of-the-art, challenges, and future perspectives","OD Rossiiev,NN Shapovalova… - CEUR Workshop …, 2025 - ceur-ws.org",https://ceur-ws.org/Vol-3917/paper62.pdf,"… to recommender systems is to formulate the recommendation … P,고,γ), where S is the statespace, A is the action space, P is the … In the context of recommender systems, the state space S …",
Learning the Minimal Representation of a Continuous State-Space Markov Decision Process from Transition Data,"A Bennouna,D Pachamanova,G Perakis… - Management …, 2024 - pubsonline.informs.org",https://pubsonline.informs.org/doi/abs/10.1287/mnsc.2022.01652,This paper proposes a framework for learning the most concise Markov decision process (MDP)model of a continuous state-space dynamic system from observed transition data. This …,Related articles
[PDF][PDF]Contrasting Impact of Start State on Performance of A Reinforcement Learning Recommender System,"S Hassan,M Ayub,M Waqar,T Khan- researchgate.net",https://www.researchgate.net/profile/Ijist-Jr/publication/382084848_Contrasting_Impact_of_Start_State_on_Performance_of_A_Reinforcement_Learning_Recommender_System/links/668ce808af9e615a15d74b3d/Contrasting-Impact-of-Start-State-on-Performance-of-A-Reinforcement-Learning-Recommender-System.pdf,"… As typical datasets are comprised of a large number of users and items it can result in avery large state space for RL problems. To reduce state space, we applied Bibit biclustering …",
Towards healthy and economically sustainable communities through clean water and resource recovery,"BB Mamba- npj Clean Water, 2024 - nature.com",https://www.nature.com/articles/s41545-024-00422-6,"… To obtain the best experience, we recommend you use a more up to date browser (or turnoff compatibility mode in Internet Explorer). In the meantime, to ensure continued support, we …",
Combining graph neural network and mamba to capture local and global tissue spatial relationships in whole slide images,"R Ding,KD Luong, E Rodriguez, ACAL Da Silva… - Scientific Reports, 2025 - nature.com",https://www.nature.com/articles/s41598-025-99042-4,"… To obtain the best experience, we recommend you use a more up to date browser (or turnoff compatibility mode in Internet Explorer). In the meantime, to ensure continued support, we …",
Semi-LLIE: Semi-supervised Contrastive Learning with Mamba-based Low-light Image Enhancement,"G Li, K Zhang, T Wang, M Li,B Zhao, X Li - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2409.16604,"… Then, we design a Mamba-based low-light image enhancement backbone to effectivelyenhance Mamba's local region pixel relationship representation ability with a multi-scale feature …",Cited by 2
Chemical language modeling with structured state space sequence models,"R Özçelik,S de Ruiter,E Criscuolo,F Grisoni- Nature Communications, 2024 - nature.com",https://www.nature.com/articles/s41467-024-50469-9,"… To obtain the best experience, we recommend you use a more up to date browser (or turnoff compatibility mode in Internet Explorer). In the meantime, to ensure continued support, we …",
Personalized Sports Health Recommendation System Assisted by Q-Learning Algorithm,"Y Yang, Y Zhao - International Journal of Human–Computer …, 2025 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/10447318.2023.2295693?casa_token=KauPg7dBfe4AAAAA:O__Z3DoZFU15uGoI22hza34W8TzZowa4Co5P1cWKqQpA1wVP85z-_m47vyG0T00KMNoq4SO6KWFoNDoHgg,… Q-Learning algorithm assisted personalized recommendation was adopted to define thestate space and action space of the algorithm. The reward function was set to reward/punish …,
Toward identity preserving in face sketch-photo synthesis using a hybrid CNN-Mamba framework,"D Tang,X Jiang, K Wang, W Guo, J Zhang, Y Lin… - Scientific Reports, 2024 - nature.com",https://www.nature.com/articles/s41598-024-72066-y,"… To obtain the best experience, we recommend you use a more up to date browser (or turnoff compatibility mode in Internet Explorer). In the meantime, to ensure continued support, we …",
RemoteDet-Mamba: A Hybrid Mamba-CNN Network for Multi-modal Object Detection in Remote Sensing Images,"K Ren, X Wu, L Xu, L Wang - arXiv preprint arXiv:2410.13532, 2024 - arxiv.org",https://arxiv.org/abs/2410.13532,"… fusion strategy called RemoteDet-Mamba. RemoteDet-Mamba simultaneously facilitates the… Additionally, the use of Mamba's serial processing significantly increases detection speed. …",Cited by 5
[HTML][HTML]A sentiment-guided session-aware recommender system,"P Khurana, B Gupta,R Sharma,P Bedi- The Journal of Supercomputing, 2024 - Springer",https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s11227-024-06456-4&casa_token=tz5DgJ_NiuoAAAAA:qnnWx-KiUt6JpdU2oIYxLZXDSHZhJniupNAlZZc2Z82JDLFn4PnF6YnIkAi4Gcu-kbPykBT7ZkyJNZgCTA,… -sentiment to guide the recommendation process toward a … are utilized to guide therecommendation process in the three… relevant recommendation choices through the state space of …,
Vision Mamba and xLSTM-UNet for medical image segmentation,"X Zhong, G Lu, H Li - Scientific Reports, 2025 - nature.com",https://www.nature.com/articles/s41598-025-88967-5,"… To obtain the best experience, we recommend you use a more up to date browser (or turnoff compatibility mode in Internet Explorer). In the meantime, to ensure continued support, we …",
[PDF][PDF]Multi-Grained Patch Training for Efficient LLM-based Recommendation,"J Liao,R Xie, S Li, X Wang,X Sun,Z Kang,X He- 2025 - hexiangnan.github.io",https://hexiangnan.github.io/papers/sigir25-PatchRec.pdf,"… sequential recommendation methods. LinRec leverages linear attention mechanisms, whileMamba4Rec employs Mamba blocks [12] for efficient modeling of long-term user behaviors. …",
Reinforcement learning-based recommender systems with large language models for state reward and action modeling,"J Wang,A Karatzoglou,I Arapakis… - Proceedings of the 47th …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3626772.3657767,… sequential recommendation tasks. Existing offline RL-based sequential recommendationmethods … We propose a LE Augmentation (LEA) method to further improve recommendation …,
MobileViM: A Light-weight and Dimension-independent Vision Mamba for 3D Medical Image Analysis,"W Dai, J Liu - arXiv preprint arXiv:2502.13524, 2025 - arxiv.org",https://arxiv.org/abs/2502.13524,"… ``Mamba'' model as alternative solutions to traditional CNNs or ViTs. The Mamba model excels… However, Mamba's potential for 3D medical image analysis remains underexplored and …",Related articles
Grassnet: State space model meets graph neural network,"G Zhao,T Wang,Y Jin,C Lang, Y Li,H Ling- arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2408.08583,"… To overcome these issues, in this paper, we propose Graph State Space Network (GrassNet),a … In particular, our GrassNet introduces structured state space models (SSMs) to model the …",
Proper account of long-term correlations in the observations improves state-space models' performances,"N Bez,P Gloaguen,MP Etienne, R Joo,S Lanco… - 2024 - hal.science",https://hal.science/hal-04547315/,"… State-space models are widely used in ecology to infer … decoding accuracy of four simplestatespace models. These models … In light of these findings, we recommend that researchers …",
Medmamba: Vision mamba for medical image classification,"Y Yue,Z Li- arXiv preprint arXiv:2403.03849, 2024 - arxiv.org",https://arxiv.org/abs/2403.03849,"… Mamba and establish a new baseline for medical image classification, thereby providingvaluable insights for developing more powerful Mamba-… Therefore, we recommend that future …",
