published,Title,Survey 대상인가,요약,특이사항,Code,arxiv_abstract,Authors,Link,Citations
2024년 11월 23일 오후 1:13 (GMT+8),MUFM: A Mamba-Enhanced Feedback Model for Micro Video Popularity Prediction,Concrete-RecSys,,Mamba + Micro-video Recommendation,,"The surge in micro-videos is transforming the concept of popularity. As
researchers delve into vast multi-modal datasets, there is a growing interest
in understanding the origins of this popularity and the forces driving its
rapid expansion. Recent studies suggest that the virality of short videos is
not only tied to their inherent multi-modal content but is also heavily
influenced by the strength of platform recommendations driven by audience
feedback. In this paper, we introduce a framework for capturing long-term
dependencies in user feedback and dynamic event interactions, based on the
Mamba Hawkes process. Our experiments on the large-scale open-source
multi-modal dataset show that our model significantly outperforms
state-of-the-art approaches across various metrics by 23.2%. We believe our
model's capability to map the relationships within user feedback behavior
sequences will not only contribute to the evolution of next-generation
recommendation algorithms and platform applications but also enhance our
understanding of micro video dissemination and its broader societal impact.","J Lu,M Xiao,W Wang,Y Du,Y Cui, J Zhao… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2411.15455,
,Enhancing Long-range Dependency with State Space Model and Kolmogorov-Arnold Networks for Aspect-based Sentiment Analysis,Concrete-Non-RecSys,,Mamba + Graph + Sentiment Analysis,,,"A Lawan, J Pu,H Yunusa,A Umar… - Proceedings of the 31st …, 2025 - aclanthology.org",https://aclanthology.org/2025.coling-main.148/,
,A hybrid model based on transformer and Mamba for enhanced sequence modeling,Concrete-RecSys-Related,,Mamba + Sequence modeling,,,"X Zhu, Q Ruan, S Qian, M Zhang - Scientific Reports, 2025 - nature.com",https://www.nature.com/articles/s41598-025-87574-8,
,On Causally Disentangled State Representation Learning for Reinforcement Learning based Recommender Systems,Non-Mamba,,,,,"S Wang, X Chen,L Yao- Proceedings of the 33rd ACM International …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3627673.3679674?casa_token=9DOHC-Xo3lkAAAAA:Y-Pw66nqE4BA5qYwcYEsQDxF8rtj91fsrBi5qKVIzr8Jm5irti2A3IGWCoWRBb-Ndxs0hKSEvMbE8w,
2024년 11월 6일 오전 12:59 (GMT+8),ShadowMamba: State-Space Model with Boundary-Region Selective Scan for Shadow Removal,Concrete-Non-RecSys,,Mamba + Vision,,"Image shadow removal is a common low-level vision problem. Shadows cause
sudden brightness changes in some areas, which can affect the accuracy of
downstream tasks. Currently, Transformer-based shadow removal methods improve
computational efficiency by using a window mechanism. However, this approach
reduces the effective receptive field and weakens the ability to model
long-range dependencies in shadow images. Recently, Mamba has achieved
significant success in computer vision by modeling long-sequence information
globally with linear complexity. However, when applied to shadow removal, its
original scanning mechanism overlooks the semantic continuity along shadow
boundaries, and the coherence within each region. To solve this issue, we
propose a new boundary-region selective scanning mechanism that scans shadow,
boundary, and non-shadow regions separately, making pixels of the same type
closer in the sequence. This increases semantic continuity and helps the model
understand local details better. Incorporating this idea, we design the first
Mamba-based lightweight shadow removal model, called ShadowMamba. It uses a
hierarchical combination U-Net structure, which effectively reduces the number
of parameters and computational complexity. Shallow layers rely on our
boundary-region selective scanning to capture local details, while deeper
layers use global cross-scanning to learn global brightness features. Extensive
experiments show that ShadowMamba outperforms current state-of-the-art models
on ISTD+, ISTD, and SRD datasets, and it also requires fewer parameters and
less computational cost. (Code will be made available upon paper acceptance.)","X Zhu,CO Chow,JH Chuah- arXiv preprint arXiv:2411.03260, 2024 - arxiv.org",https://arxiv.org/abs/2411.03260,Related articles
2024년 2월 23일 오후 8:36 (GMT+8),EfficientState Space Model viaFast Tensor Convolutionand Block Diagonalization,Concrete-Non-RecSys,,Mamba Enhanced,,"Existing models encounter bottlenecks in balancing performance and
computational efficiency when modeling long sequences. Although the state space
model (SSM) has achieved remarkable success in handling long sequence tasks, it
still faces the problem of large number of parameters. In order to further
improve the efficiency of SSM, we propose a new state space layer based on
multiple-input multiple-output SSM, called efficient SSM (eSSM). Our eSSM is
built on the convolutional representation of multi-input and multi-input (MIMO)
SSM. We propose a variety of effective strategies to improve the computational
efficiency. The diagonalization of the system matrix first decouples the
original system. Then a fast tensor convolution is proposed based on the fast
Fourier transform. In addition, the block diagonalization of the SSM further
reduces the model parameters and improves the model flexibility. Extensive
experimental results show that the performance of the proposed model on
multiple databases matches the performance of state-of-the-art models, such as
S4, and is significantly better than Transformers and LSTM. In the model
efficiency benchmark, the parameters of eSSM are only 12.89\% of LSTM and
13.24\% of Mamba. The training speed of eSSM is 3.94 times faster than LSTM and
1.35 times faster than Mamba. Code is available at:
\href{https://github.com/leonty1/essm}{https://github.com/leonty1/essm}.","T Liang, HX Li - arXiv preprint arXiv:2402.15290, 2024 - arxiv.org",https://arxiv.org/abs/2402.15290,
2024년 4월 5일 오전 1:58 (GMT+8),Locating and editing factual associations in mamba,Concrete-Non-RecSys,,Mamba + Language Modeling,,"We investigate the mechanisms of factual recall in the Mamba state space
model. Our work is inspired by previous findings in autoregressive transformer
language models suggesting that their knowledge recall is localized to
particular modules at specific token locations; we therefore ask whether
factual recall in Mamba can be similarly localized. To investigate this, we
conduct four lines of experiments on Mamba. First, we apply causal tracing or
interchange interventions to localize key components inside Mamba that are
responsible for recalling facts, revealing that specific components within
middle layers show strong causal effects at the last token of the subject,
while the causal effect of intervening on later layers is most pronounced at
the last token of the prompt, matching previous findings on autoregressive
transformers. Second, we show that rank-one model editing methods can
successfully insert facts at specific locations, again resembling findings on
transformer LMs. Third, we examine the linearity of Mamba's representations of
factual relations. Finally we adapt attention-knockout techniques to Mamba in
order to dissect information flow during factual recall. We compare Mamba
directly to a similar-sized autoregressive transformer LM and conclude that
despite significant differences in architectural approach, when it comes to
factual recall, the two architectures share many similarities.","AS Sharma,D Atkinson,D Bau- arXiv preprint arXiv:2404.03646, 2024 - arxiv.org",https://arxiv.org/abs/2404.03646,
,Hamba: Single-view 3d hand reconstruction with graph-guided bi-scanning mamba,Concrete-Non-RecSys,,Mamba + 3D Vision,,,"H Dong, A Chharia,W Gou… - Advances in …, 2024 - proceedings.neurips.cc",https://proceedings.neurips.cc/paper_files/paper/2024/hash/03e9a69e5b686c316a07d73f0cf5e225-Abstract-Conference.html,
,MambaHealth: A Lightweight Foundation Model for Efficient Drug Recommendation,Concrete-RecSys-Related,,Mamba + Recommendation via LLM,,,"Y Wang,X He,S Zhu- Advancements In Medical Foundation Models … - openreview.net",https://openreview.net/forum?id=LWXi4leVdV,
,Hyperbolic Variational Graph Auto-Encoder for Next POI Recommendation,Concrete-RecSys,,Mamba + GNN + Recommendation,,,"Y Liu,L Qi,X Mao, W Liu,F Wang,X Xu… - Proceedings of the …, 2025 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3696410.3714804?casa_token=alj8T_biMHsAAAAA:DfHGrE15x3TgZ9PjV4xiEJ-QEUOZZ8hD3hRIQDep8ctMZGzh-AlkwhWW_H6ynKFq1ofjJD5QQ6YY-A,
,Image Representation Learning with Masked Image Modeling Pre-training in Vision Mamba State Space Models,Concrete-Non-RecSys,,Mamba + Vision,,,A Duyum - 2024 - essay.utwente.nl,http://essay.utwente.nl/100979/,
,An efficient fire detection algorithm based on Mamba space state linear attention,Concrete-Non-RecSys,,Mamba + Vision,,,"Y Li, Y Wang, X Shao, A Zheng - Scientific Reports, 2025 - nature.com",https://www.nature.com/articles/s41598-025-95162-z,
2024년 5월 26일 오후 8:26 (GMT+8),Mamba4KT: An Efficient and Effective Mamba-based Knowledge Tracing Model,Concrete-Non-RecSys,,Mamba + Knowledge Tracing,,"Knowledge tracing (KT) enhances student learning by leveraging past
performance to predict future performance. Current research utilizes models
based on attention mechanisms and recurrent neural network structures to
capture long-term dependencies and correlations between exercises, aiming to
improve model accuracy. Due to the growing amount of data in smart education
scenarios, this poses a challenge in terms of time and space consumption for
knowledge tracing models. However, existing research often overlooks the
efficiency of model training and inference and the constraints of training
resources. Recognizing the significance of prioritizing model efficiency and
resource usage in knowledge tracing, we introduce Mamba4KT. This novel model is
the first to explore enhanced efficiency and resource utilization in knowledge
tracing. We also examine the interpretability of the Mamba structure both
sequence-level and exercise-level to enhance model interpretability.
Experimental findings across three public datasets demonstrate that Mamba4KT
achieves comparable prediction accuracy to state-of-the-art models while
significantly improving training and inference efficiency and resource
utilization. As educational data continues to grow, our work suggests a
promising research direction for knowledge tracing that improves model
prediction accuracy, model efficiency, resource utilization, and
interpretability simultaneously.","Y Cao,W Zhang- arXiv preprint arXiv:2405.16542, 2024 - arxiv.org",https://arxiv.org/abs/2405.16542,
2024년 6월 24일 오후 11:27 (GMT+8),Venturing into uncharted waters: The navigation compass from transformer to mamba,Survey-Non-RecSys,,Mamba (Survey),,"Transformer, a deep neural network architecture, has long dominated the field
of natural language processing and beyond. Nevertheless, the recent
introduction of Mamba challenges its supremacy, sparks considerable interest
among researchers, and gives rise to a series of Mamba-based models that have
exhibited notable potential. This survey paper orchestrates a comprehensive
discussion, diving into essential research dimensions, covering: (i) the
functioning of the Mamba mechanism and its foundation on the principles of
structured state space models; (ii) the proposed improvements and the
integration of Mamba with various networks, exploring its potential as a
substitute for Transformers; (iii) the combination of Transformers and Mamba to
compensate for each other's shortcomings. We have also made efforts to
interpret Mamba and Transformer in the framework of kernel functions, allowing
for a comparison of their mathematical nature within a unified context. Our
paper encompasses the vast majority of improvements related to Mamba to date.","Y Zou, Y Chen,Z Li, L Zhang, H Zhao - arXiv preprint arXiv:2406.16722, 2024 - arxiv.org",https://arxiv.org/abs/2406.16722,
,Frequency-Augmented Mixture-of-Heterogeneous-Experts Framework for Sequential Recommendation,Non-Mamba,,MOE based recommendation (Mamba is only used for comparison),,,"J Zhang,R Xie, H Lu, W Sun,WX Zhao… - Proceedings of the …, 2025 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3696410.3714663?casa_token=QcnIkwhRzzsAAAAA:R0HGq5B71iac1r-lMpoMRyX1pqKe1ocAGO1w-CZwqFUfpsOES1ja740mm7g3KeBJE9LSxHw41c2PMQ,
2024년 7월 7일 오후 4:37 (GMT+8),Mamba hawkes process,Concrete-RecSys-Related,,Mamba + Hawkes Process (Sequential Modelling),,"Irregular and asynchronous event sequences are prevalent in many domains,
such as social media, finance, and healthcare. Traditional temporal point
processes (TPPs), like Hawkes processes, often struggle to model mutual
inhibition and nonlinearity effectively. While recent neural network models,
including RNNs and Transformers, address some of these issues, they still face
challenges with long-term dependencies and computational efficiency. In this
paper, we introduce the Mamba Hawkes Process (MHP), which leverages the Mamba
state space architecture to capture long-range dependencies and dynamic event
interactions. Our results show that MHP outperforms existing models across
various datasets. Additionally, we propose the Mamba Hawkes Process Extension
(MHP-E), which combines Mamba and Transformer models to enhance predictive
capabilities. We present the novel application of the Mamba architecture to
Hawkes processes, a flexible and extensible model structure, and a theoretical
analysis of the synergy between state space models and Hawkes processes.
Experimental results demonstrate the superior performance of both MHP and
MHP-E, advancing the field of temporal point process modeling.","A Gao, S Dai,Y Hu- arXiv preprint arXiv:2407.05302, 2024 - arxiv.org",https://arxiv.org/abs/2407.05302,
,Toward secure industrial internet of behaviours: a federated learning-based lightweight human behaviour recognition method with selective state space models,Concrete-Non-RecSys,,Mamba + Federated Learning,,,"B Hu,R Zhong, Y Feng, J Yang, P Li… - International Journal of …, 2025 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/00207543.2024.2448604?casa_token=soP0AdahfZoAAAAA:L9_m4RKdud3WzVPgZYK8zJ3CU6nrFr-jGpkBM1Xieqzy7qM5Bymk7kp8U_f1XRHhwIaojTIIQMsy1tG8-A,
2024년 5월 29일 오전 2:38 (GMT+8),"Modeling Long Sequences in Bladder Cancer Recurrence: A Comparative Evaluation of LSTM, Transformer, and Mamba",Concrete-Non-RecSys,,Mamba + Survival Analysis,,"Traditional survival analysis methods often struggle with complex
time-dependent data,failing to capture and interpret dynamic characteristics
adequately.This study aims to evaluate the performance of three long-sequence
models,LSTM,Transformer,and Mamba,in analyzing recurrence event data and
integrating them with the Cox proportional hazards model.This study integrates
the advantages of deep learning models for handling long-sequence data with the
Cox proportional hazards model to enhance the performance in analyzing
recurrent events with dynamic time information.Additionally,this study compares
the ability of different models to extract and utilize features from
time-dependent clinical recurrence data.The LSTM-Cox model outperformed both
the Transformer-Cox and Mamba-Cox models in prediction accuracy and model
fit,achieving a Concordance index of up to 0.90 on the test set.Significant
predictors of bladder cancer recurrence,such as treatment stop time,maximum
tumor size at recurrence and recurrence frequency,were identified.The LSTM-Cox
model aligned well with clinical outcomes,effectively distinguishing between
high-risk and low-risk patient groups.This study demonstrates that the LSTM-Cox
model is a robust and efficient method for recurrent data analysis and feature
extraction,surpassing newer models like Transformer and Mamba.It offers a
practical approach for integrating deep learning technologies into clinical
risk prediction systems,thereby improving patient management and treatment
outcomes.","R Zhang, J Jiang, X Shi - arXiv preprint arXiv:2405.18518, 2024 - arxiv.org",https://arxiv.org/abs/2405.18518,
2025년 2월 11일 오전 1:37 (GMT+8),FinMamba: Market-Aware Graph Enhanced Multi-Level Mamba for Stock Movement Prediction,Concrete-Non-RecSys,,Mamba + Stock Movement Prediction,,"Recently, combining stock features with inter-stock correlations has become a
common and effective approach for stock movement prediction. However, financial
data presents significant challenges due to its low signal-to-noise ratio and
the dynamic complexity of the market, which give rise to two key limitations in
existing methods. First, the relationships between stocks are highly influenced
by multifaceted factors including macroeconomic market dynamics, and current
models fail to adaptively capture these evolving interactions under specific
market conditions. Second, for the accuracy and timeliness required by
real-world trading, existing financial data mining methods struggle to extract
beneficial pattern-oriented dependencies from long historical data while
maintaining high efficiency and low memory consumption. To address the
limitations, we propose FinMamba, a Mamba-GNN-based framework for market-aware
and multi-level hybrid stock movement prediction. Specifically, we devise a
dynamic graph to learn the changing representations of inter-stock
relationships by integrating a pruning module that adapts to market trends.
Afterward, with a selective mechanism, the multi-level Mamba discards
irrelevant information and resets states to skillfully recall historical
patterns across multiple time scales with linear time costs, which are then
jointly optimized for reliable prediction. Extensive experiments on U.S. and
Chinese stock markets demonstrate the effectiveness of our proposed FinMamba,
achieving state-of-the-art prediction accuracy and trading profitability, while
maintaining low computational complexity. The code is available at
https://github.com/TROUBADOUR000/FinMamba.","Y Hu,P Liu, Y Li,D Cheng,N Li,T Dai, J Bao… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2502.06707,
,Mamba: A Competitive Alternative to Lstm for Soil Moisture Retrieval,Concrete-Non-RecSys,,Mamba + Soil Moisture Retrieval (??),,,"S Du,Y Zha,L Shi- Available at SSRN 4962468 - papers.ssrn.com",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4962468,
2024년 9월 28일 오전 5:14 (GMT+8),TTT4Rec: A Test-Time Training Approach for Rapid Adaption in Sequential Recommendation,Concrete-RecSys,,"Mamba + Recsys, Transformer backbone outperforms Mamback backbone.",,"Sequential recommendation tasks, which aim to predict the next item a user
will interact with, typically rely on models trained solely on historical data.
However, in real-world scenarios, user behavior can fluctuate in the long
interaction sequences, and training data may be limited to model this dynamics.
To address this, Test-Time Training (TTT) offers a novel approach by using
self-supervised learning during inference to dynamically update model
parameters. This allows the model to adapt to new user interactions in
real-time, leading to more accurate recommendations. In this paper, we propose
TTT4Rec, a sequential recommendation framework that integrates TTT to better
capture dynamic user behavior. By continuously updating model parameters during
inference, TTT4Rec is particularly effective in scenarios where user
interaction sequences are long, training data is limited, or user behavior is
highly variable. We evaluate TTT4Rec on three widely-used recommendation
datasets, demonstrating that it achieves performance on par with or exceeding
state-of-the-art models. The codes are available at
https://github.com/ZhaoqiZachYang/TTT4Rec.","Z Yang,Y Wang,Y Ge- arXiv preprint arXiv:2409.19142, 2024 - arxiv.org",https://arxiv.org/abs/2409.19142,
2024년 3월 26일 오후 8:08 (GMT+8),Retentive decision transformer with adaptive masking for reinforcement learning based recommendation systems,Non-Mamba,,,,"Reinforcement Learning-based Recommender Systems (RLRS) have shown promise
across a spectrum of applications, from e-commerce platforms to streaming
services. Yet, they grapple with challenges, notably in crafting reward
functions and harnessing large pre-existing datasets within the RL framework.
Recent advancements in offline RLRS provide a solution for how to address these
two challenges. However, existing methods mainly rely on the transformer
architecture, which, as sequence lengths increase, can introduce challenges
associated with computational resources and training costs. Additionally, the
prevalent methods employ fixed-length input trajectories, restricting their
capacity to capture evolving user preferences. In this study, we introduce a
new offline RLRS method to deal with the above problems. We reinterpret the
RLRS challenge by modeling sequential decision-making as an inference task,
leveraging adaptive masking configurations. This adaptive approach selectively
masks input tokens, transforming the recommendation task into an inference
challenge based on varying token subsets, thereby enhancing the agent's ability
to infer across diverse trajectory lengths. Furthermore, we incorporate a
multi-scale segmented retention mechanism that facilitates efficient modeling
of long sequences, significantly enhancing computational efficiency. Our
experimental analysis, conducted on both online simulator and offline datasets,
clearly demonstrates the advantages of our proposed method.","S Wang,X Chen,L Yao- arXiv preprint arXiv:2403.17634, 2024 - arxiv.org",https://arxiv.org/abs/2403.17634,
,An empirical study on normalization in mamba,Concrete-Non-RecSys,,Mamba Enhanced,,,"P Feng, Y Wang, Y Ni, Z Li, W Wu, L Huang - 2025 - openreview.net",https://openreview.net/forum?id=YK8eO7BEkJ,
,Covariance Attention Guidance Mamba Hashing for cross-modal retrieval,Concrete-RecSys-Related,,Mamba + Multimodal Retrieval,,,"G Wang,S Cheng, A Du,Q Zou- Engineering Applications of Artificial …, 2025 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0952197625007778,
,Transformers to ssms: Distilling quadratic knowledge to subquadratic models,Concrete-Non-RecSys,,Mamba + Language Modeling,,,"A Bick,K Li,E Xing,JZ Kolter… - Advances in Neural …, 2024 - proceedings.neurips.cc",https://proceedings.neurips.cc/paper_files/paper/2024/hash/3848fef259495bfd04d60cdc5c1b4db7-Abstract-Conference.html,
2024년 10월 9일 오전 2:31 (GMT+8),Monocular Visual Place Recognition in LiDAR Maps via Cross-Modal State Space Model and Multi-View Matching,Concrete-Non-RecSys,,Mamba + Vision,,"Achieving monocular camera localization within pre-built LiDAR maps can
bypass the simultaneous mapping process of visual SLAM systems, potentially
reducing the computational overhead of autonomous localization. To this end,
one of the key challenges is cross-modal place recognition, which involves
retrieving 3D scenes (point clouds) from a LiDAR map according to online RGB
images. In this paper, we introduce an efficient framework to learn descriptors
for both RGB images and point clouds. It takes visual state space model
(VMamba) as the backbone and employs a pixel-view-scene joint training strategy
for cross-modal contrastive learning. To address the field-of-view differences,
independent descriptors are generated from multiple evenly distributed
viewpoints for point clouds. A visible 3D points overlap strategy is then
designed to quantify the similarity between point cloud views and RGB images
for multi-view supervision. Additionally, when generating descriptors from
pixel-level features using NetVLAD, we compensate for the loss of geometric
information, and introduce an efficient scheme for multi-view generation.
Experimental results on the KITTI and KITTI-360 datasets demonstrate the
effectiveness and generalization of our method. The code will be released upon
acceptance.","G Yao,X Li, L Fu,Y Pan- arXiv preprint arXiv:2410.06285, 2024 - arxiv.org",https://arxiv.org/abs/2410.06285,
2025년 4월 27일 오후 8:51 (GMT+8),Alphafuse: Learn id embeddings for sequential recommendation in null space of language embeddings,Non-Mamba,,,,"Recent advancements in sequential recommendation have underscored the
potential of Large Language Models (LLMs) for enhancing item embeddings.
However, existing approaches face three key limitations: 1) the degradation of
the semantic space when high-dimensional language embeddings are mapped to
lower-dimensional ID embeddings, 2) the underutilization of language
embeddings, and 3) the reliance on additional trainable parameters, such as an
adapter, to bridge the gap between the semantic and behavior spaces. In this
paper, we introduce AlphaFuse, a simple but effective language-guided learning
strategy that addresses these challenges by learning ID embeddings within the
null space of language embeddings. Specifically, we decompose the semantic
space of language embeddings via Singular Value Decomposition (SVD),
distinguishing it into a semantic-rich row space and a semantic-sparse null
space. Collaborative signals are then injected into the null space, while
preserving the rich semantics of the row space. AlphaFuse prevents degradation
of the semantic space, integrates the retained language embeddings into the
final item embeddings, and eliminates the need for auxiliary trainable modules,
enabling seamless adaptation to any sequential recommendation framework. We
validate the effectiveness and flexibility of AlphaFuse through extensive
experiments on three benchmark datasets, including cold-start user and
long-tail settings, showcasing significant improvements in both discriminative
and diffusion-based generative sequential recommenders. Our codes and datasets
are available at https://github.com/Hugo-Chinn/AlphaFuse.","G Hu,A Zhang,S Liu, Z Cai,X Yang… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2504.19218,
2024년 9월 18일 오전 11:34 (GMT+8),An Enhanced-State Reinforcement Learning Algorithm for Multi-Task Fusion in Large-Scale Recommender Systems,Non-Mamba,,,,"As the last key stage of Recommender Systems (RSs), Multi-Task Fusion (MTF)
is in charge of combining multiple scores predicted by Multi-Task Learning
(MTL) into a final score to maximize user satisfaction, which decides the
ultimate recommendation results. In recent years, to maximize long-term user
satisfaction within a recommendation session, Reinforcement Learning (RL) is
widely used for MTF in large-scale RSs. However, limited by their modeling
pattern, all the current RL-MTF methods can only utilize user features as the
state to generate actions for each user, but unable to make use of item
features and other valuable features, which leads to suboptimal results.
Addressing this problem is a challenge that requires breaking through the
current modeling pattern of RL-MTF. To solve this problem, we propose a novel
method called Enhanced-State RL for MTF in RSs. Unlike the existing methods
mentioned above, our method first defines user features, item features, and
other valuable features collectively as the enhanced state; then proposes a
novel actor and critic learning process to utilize the enhanced state to make
much better action for each user-item pair. To the best of our knowledge, this
novel modeling pattern is being proposed for the first time in the field of
RL-MTF. We conduct extensive offline and online experiments in a large-scale
RS. The results demonstrate that our model outperforms other models
significantly. Enhanced-State RL has been fully deployed in our RS more than
half a year, improving +3.84% user valid consumption and +0.58% user duration
time compared to baseline.","P Liu, J Zhu, C Xu, M Zhao, B Wang - arXiv preprint arXiv:2409.11678, 2024 - arxiv.org",https://arxiv.org/abs/2409.11678,
2024년 4월 30일 오후 5:40 (GMT+8),Clip-mamba: Clip pretrained mamba models with ood and hessian evaluation,Concrete-Non-RecSys,,Mamba + Vision Language Modeling,,"State space models and Mamba-based models have been increasingly applied
across various domains, achieving state-of-the-art performance. This technical
report introduces the first attempt to train a transferable Mamba model
utilizing contrastive language-image pretraining (CLIP). We have trained Mamba
models of varying sizes and undertaken comprehensive evaluations of these
models on 26 zero-shot classification datasets and 16 out-of-distribution (OOD)
datasets. Our findings reveal that a Mamba model with 67 million parameters is
on par with a 307 million-parameter Vision Transformer (ViT) model in zero-shot
classification tasks, highlighting the parameter efficiency of Mamba models. In
tests of OOD generalization, Mamba-based models exhibit exceptional performance
in conditions of OOD image contrast or when subjected to high-pass filtering.
However, a Hessian analysis indicates that Mamba models feature a sharper and
more non-convex landscape compared to ViT-based models, making them more
challenging to train. The source code is available at
https://github.com/raytrun/mamba-clip.","W Huang, Y Shen,Y Yang- arXiv preprint arXiv:2404.19394, 2024 - arxiv.org",https://arxiv.org/abs/2404.19394,
,Enhanced Mamba model with multi-head attention mechanism and learnable scaling parameters for remaining useful life prediction,Concrete-Non-RecSys,,Mamba + Remaining Useful Life Prediction,,,"F Liu, S Liu, Y Chai, Y Zhu - Scientific Reports, 2025 - nature.com",https://www.nature.com/articles/s41598-025-91815-1,
2025년 4월 12일 오후 7:57 (GMT+8),Repetitive Contrastive Learning Enhances Mamba's Selectivity in Time Series Prediction,Concrete-Non-RecSys,,Mamba Enhanced (via Repetitive Contrastive Learning),,"Long sequence prediction is a key challenge in time series forecasting. While
Mamba-based models have shown strong performance due to their sequence
selection capabilities, they still struggle with insufficient focus on critical
time steps and incomplete noise suppression, caused by limited selective
abilities. To address this, we introduce Repetitive Contrastive Learning (RCL),
a token-level contrastive pretraining framework aimed at enhancing Mamba's
selective capabilities. RCL pretrains a single Mamba block to strengthen its
selective abilities and then transfers these pretrained parameters to
initialize Mamba blocks in various backbone models, improving their temporal
prediction performance. RCL uses sequence augmentation with Gaussian noise and
applies inter-sequence and intra-sequence contrastive learning to help the
Mamba module prioritize information-rich time steps while ignoring noisy ones.
Extensive experiments show that RCL consistently boosts the performance of
backbone models, surpassing existing methods and achieving state-of-the-art
results. Additionally, we propose two metrics to quantify Mamba's selective
capabilities, providing theoretical, qualitative, and quantitative evidence for
the improvements brought by RCL.","W Yan, H Cao, Y Tan - arXiv preprint arXiv:2504.09185, 2025 - arxiv.org",https://arxiv.org/abs/2504.09185,
2024년 5월 21일 오후 5:04 (GMT+8),Mamba in speech: Towards an alternative to self-attention,Concrete-Non-RecSys,,Mamba + Speech Tasks,,"Transformer and its derivatives have achieved success in diverse tasks across
computer vision, natural language processing, and speech processing. To reduce
the complexity of computations within the multi-head self-attention mechanism
in Transformer, Selective State Space Models (i.e., Mamba) were proposed as an
alternative. Mamba exhibited its effectiveness in natural language processing
and computer vision tasks, but its superiority has rarely been investigated in
speech signal processing. This paper explores solutions for applying Mamba to
speech processing by discussing two typical speech processing tasks: speech
recognition, which requires semantic and sequential information, and speech
enhancement, which focuses primarily on sequential patterns. The experimental
results confirm that bidirectional Mamba (BiMamba) consistently outperforms
vanilla Mamba, highlighting the advantages of a bidirectional design for speech
processing. Moreover, experiments demonstrate the effectiveness of BiMamba as
an alternative to the self-attention module in the Transformer model and its
derivates, particularly for the semantic-aware task. The crucial technologies
for transferring Mamba to speech are then summarized in ablation studies and
the discussion section, offering insights for extending this research to a
broader scope of tasks.","X Zhang,Q Zhang,H Liu, T Xiao,X Qian… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2405.12609,
2024년 5월 13일 오후 10:21 (GMT+8),GMSR: gradient-guided mamba for spectral reconstruction from RGB images,Concrete-Non-RecSys,,Mamba + Vision (Spectral Reconstruction),,"Mainstream approaches to spectral reconstruction (SR) primarily focus on
designing Convolution- and Transformer-based architectures. However, CNN
methods often face challenges in handling long-range dependencies, whereas
Transformers are constrained by computational efficiency limitations. Recent
breakthroughs in state-space model (e.g., Mamba) has attracted significant
attention due to its near-linear computational efficiency and superior
performance, prompting our investigation into its potential for SR problem. To
this end, we propose the Gradient-guided Mamba for Spectral Reconstruction from
RGB Images, dubbed GMSR-Net. GMSR-Net is a lightweight model characterized by a
global receptive field and linear computational complexity. Its core comprises
multiple stacked Gradient Mamba (GM) blocks, each featuring a tri-branch
structure. In addition to benefiting from efficient global feature
representation by Mamba block, we further innovatively introduce spatial
gradient attention and spectral gradient attention to guide the reconstruction
of spatial and spectral cues. GMSR-Net demonstrates a significant
accuracy-efficiency trade-off, achieving state-of-the-art performance while
markedly reducing the number of parameters and computational burdens. Compared
to existing approaches, GMSR-Net slashes parameters and FLOPS by substantial
margins of 10 times and 20 times, respectively. Code is available at
https://github.com/wxy11-27/GMSR.","X Wang,Z Huang, S Zhang,J Zhu,P Gamba… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2405.07777,Cited by 8
,A Comparative Analysis of Modeling Paradigms and Techniques in Sequential Recommendation,Survey-RecSys,,Mamba + Sequence Recommendation (Survey),,,"Y Jia - The 4th International Conference on Economic …, 2024 - books.google.com",https://books.google.com/books?hl=en&lr=&id=-3olEQAAQBAJ&oi=fnd&pg=PA329&dq=(mamba+OR+%22state+space%22+OR+%22state-space%22+OR+%22state+spaces%22+OR+%22state-spaces%22)+AND+(recommend+OR+recommender+OR+recommendation)&ots=Pn8ZofnJ1J&sig=kbGfHUb9f70AZjqSY2oV2ulICNA,
